"playerId","eventTime","connection_time","kills","deaths","suicides","skill","shots","hits","game","headshots","teamkills","kill_streak","death_streak","skill_change"
86640,"2023-11-18",125,0,0,0,1000,0,0,tf,0,0,0,0,0
86641,"2023-11-18",123,0,0,0,1000,0,0,tf,0,0,0,0,0
86642,"2023-11-18",898,0,0,0,1000,0,0,tf,0,0,0,0,0
86437,"2023-11-18",511,0,0,0,1000,0,0,tf,0,0,0,0,0
36424,"2023-11-18",4296,0,0,0,1039,0,0,tf,0,0,0,0,0
86643,"2023-11-18",2502,0,0,0,1000,0,0,tf,0,0,0,0,0
86644,"2023-11-18",1962,0,0,0,1000,0,0,tf,0,0,0,0,0
86645,"2023-11-18",864,0,0,0,1000,0,0,tf,0,0,0,0,0
76069,"2023-11-19",0,0,0,0,1000,0,0,tf,0,0,0,0,0
83422,"2023-11-19",0,0,0,0,1000,0,0,tf,0,0,0,0,0
83423,"2023-11-19",0,0,0,0,1000,0,0,tf,0,0,0,0,0
36424,"2023-11-19",89,0,0,0,1039,0,0,tf,0,0,0,0,0
86672,"2023-11-19",1674,8,17,0,974,0,0,tf,0,0,4,7,-26
86673,"2023-11-19",661,0,2,0,989,0,0,tf,0,0,0,2,-11
86674,"2023-11-19",287,0,0,0,1000,0,0,tf,0,0,0,0,0
198,"2023-11-19",580,10,3,0,49837,0,0,tf,0,0,4,2,104
86675,"2023-11-19",271,0,0,0,1000,0,0,tf,0,0,0,0,0
57536,"2023-11-19",74,0,0,0,33290,0,0,tf,0,0,0,0,0
4092,"2023-11-19",289,0,0,0,1152,0,0,tf,0,0,0,0,0
83423,"2023-11-20",0,0,0,0,1000,0,0,tf,0,0,0,0,0
83422,"2023-11-20",0,0,0,0,1000,0,0,tf,0,0,0,0,0
83422,"2023-12-25",0,0,0,0,1000,0,0,tf,0,0,0,0,0
65338,"2023-12-25",745,0,0,0,2081,0,0,tf,0,0,0,0,0
76059,"2023-12-25",0,0,0,0,1000,0,0,tf,0,0,0,0,0
83423,"2023-12-25",0,0,0,0,1000,0,0,tf,0,0,0,0,0
76069,"2023-12-25",0,0,0,0,1000,0,0,tf,0,0,0,0,0
76070,"2023-12-25",0,0,0,0,1000,0,0,tf,0,0,0,0,0
87143,"2023-12-25",259,0,0,0,1000,0,0,tf,0,0,0,0,0
84018,"2023-12-25",709,0,0,0,1000,0,0,tf,0,0,0,0,0
87134,"2023-12-25",3133,0,0,0,1000,0,0,tf,0,0,0,0,0
86905,"2023-12-25",1133,0,0,0,1000,0,0,tf,0,0,0,0,0
86903,"2023-12-25",990,0,0,0,1000,0,0,tf,0,0,0,0,0
86193,"2023-12-25",91,0,0,0,1000,0,0,tf,0,0,0,0,0
87144,"2023-12-25",86,0,0,0,1000,0,0,tf,0,0,0,0,0
87145,"2023-12-25",239,0,0,0,1000,0,0,tf,0,0,0,0,0
87146,"2023-12-25",167,0,0,0,1000,0,0,tf,0,0,0,0,0
87147,"2023-12-25",413,0,0,0,1000,0,0,tf,0,0,0,0,0
76070,"2023-12-26",0,0,0,0,1000,0,0,tf,0,0,0,0,0
76059,"2023-12-26",0,0,0,0,1000,0,0,tf,0,0,0,0,0
76069,"2023-12-26",0,0,0,0,1000,0,0,tf,0,0,0,0,0
83422,"2023-12-26",0,0,0,0,1000,0,0,tf,0,0,0,0,0
83423,"2023-12-26",0,0,0,0,1000,0,0,tf,0,0,0,0,0
87148,"2023-12-26",2161,0,0,0,1000,0,0,tf,0,0,0,0,0
87149,"2023-12-26",2268,0,0,0,1000,0,0,tf,0,0,0,0,0
87142,"2023-12-26",415,0,0,0,1000,0,0,tf,0,0,0,0,0
87150,"2023-12-26",3713,0,0,0,1000,0,0,tf,0,0,0,0,0
87151,"2023-12-26",3757,0,0,0,1000,0,0,tf,0,0,0,0,0
87152,"2023-12-26",2090,0,0,0,1000,0,0,tf,0,0,0,0,0
86676,"2023-12-26",2113,0,0,0,1000,0,0,tf,0,0,0,0,0
87153,"2023-12-26",30,0,0,0,1000,0,0,tf,0,0,0,0,0
87154,"2023-12-26",1179,0,0,0,1000,0,0,tf,0,0,0,0,0
87155,"2023-12-26",606,0,0,0,1000,0,0,tf,0,0,0,0,0
